,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,date,state,fips,cases,deaths
308,5.0,5.0,6.0,-1.0,0.0,0.0,2020-03-09,Florida,12,14,2
309,7.0,8.0,53.0,0.0,2.0,-1.0,2020-03-09,Georgia,13,17,0
310,-2.0,1.0,-6.0,-3.0,1.0,1.0,2020-03-09,Hawaii,15,2,0
311,-1.0,3.0,-5.0,-5.0,0.0,1.0,2020-03-09,Illinois,17,11,0
312,7.0,6.0,24.0,5.0,1.0,0.0,2020-03-09,Indiana,18,4,0
313,-1.0,10.0,-5.0,0.0,3.0,1.0,2020-03-09,Iowa,19,8,0
314,2.0,2.0,-8.0,0.0,0.0,1.0,2020-03-09,Kansas,20,1,0
315,8.0,11.0,39.0,2.0,1.0,0.0,2020-03-09,Kentucky,21,5,0
316,8.0,7.0,27.0,8.0,3.0,0.0,2020-03-09,Louisiana,22,1,0
317,6.0,5.0,84.0,-1.0,3.0,0.0,2020-03-09,Maryland,24,6,0
318,10.0,7.0,102.0,-3.0,1.0,0.0,2020-03-09,Massachusetts,25,41,0
319,4.0,3.0,-1.0,-5.0,-2.0,1.0,2020-03-09,Minnesota,27,2,0
320,3.0,5.0,-8.0,-4.0,1.0,2.0,2020-03-09,Missouri,29,1,0
321,2.0,5.0,-1.0,-1.0,-4.0,2.0,2020-03-09,Nebraska,31,16,0
322,4.0,8.0,15.0,0.0,-7.0,1.0,2020-03-09,Nevada,32,4,0
323,9.0,6.0,97.0,7.0,2.0,-1.0,2020-03-09,New Hampshire,33,4,0
324,8.0,8.0,121.0,-4.0,1.0,0.0,2020-03-09,New Jersey,34,11,0
325,7.0,8.0,62.0,-4.0,1.0,0.0,2020-03-09,New York,36,142,0
326,8.0,7.0,65.0,4.0,0.0,-1.0,2020-03-09,North Carolina,37,7,0
327,9.0,7.0,78.0,7.0,1.0,0.0,2020-03-09,Ohio,39,3,0
328,7.0,7.0,14.0,5.0,2.0,1.0,2020-03-09,Oklahoma,40,1,0
329,6.0,6.0,60.0,1.0,2.0,0.0,2020-03-09,Oregon,41,13,0
330,9.0,7.0,104.0,1.0,0.0,0.0,2020-03-09,Pennsylvania,42,10,0
331,13.0,3.0,165.0,-3.0,2.0,-1.0,2020-03-09,Rhode Island,44,3,0
332,9.0,8.0,53.0,7.0,2.0,-1.0,2020-03-09,South Carolina,45,7,0
333,8.0,7.0,45.0,5.0,0.0,0.0,2020-03-09,Tennessee,47,4,0
334,6.0,5.0,7.0,1.0,-9.0,2.0,2020-03-09,Texas,48,24,0
335,8.0,14.0,37.0,2.0,1.0,0.0,2020-03-09,Utah,49,3,0
336,9.0,9.0,52.0,8.0,-1.0,0.0,2020-03-09,Vermont,50,1,0
337,7.0,8.0,64.0,-1.0,3.0,0.0,2020-03-09,Virginia,51,5,0
338,2.0,3.0,49.0,-15.0,-8.0,3.0,2020-03-09,Washington,53,179,22
339,0.0,1.0,-1.0,-4.0,2.0,1.0,2020-03-09,Wisconsin,55,2,0
340,6.0,3.0,4.0,2.0,-8.0,2.0,2020-03-10,Arizona,4,6,0
341,-1.0,4.0,-10.0,-13.0,-3.0,3.0,2020-03-10,California,6,179,3
342,6.0,11.0,32.0,-2.0,2.0,0.0,2020-03-10,Colorado,8,17,0
343,4.0,9.0,24.0,0.0,1.0,0.0,2020-03-10,Connecticut,9,2,0
344,5.0,3.0,13.0,-3.0,-1.0,0.0,2020-03-10,District of Columbia,11,4,0
345,5.0,6.0,11.0,1.0,0.0,0.0,2020-03-10,Florida,12,23,2
346,5.0,8.0,18.0,-3.0,-1.0,1.0,2020-03-10,Georgia,13,22,0
347,-2.0,0.0,1.0,-4.0,0.0,1.0,2020-03-10,Hawaii,15,2,0
348,7.0,10.0,20.0,-2.0,0.0,0.0,2020-03-10,Illinois,17,19,0
349,6.0,6.0,15.0,5.0,0.0,0.0,2020-03-10,Indiana,18,6,0
350,5.0,16.0,36.0,6.0,1.0,0.0,2020-03-10,Iowa,19,13,0
351,9.0,6.0,50.0,5.0,-2.0,0.0,2020-03-10,Kansas,20,1,0
352,6.0,10.0,14.0,1.0,0.0,1.0,2020-03-10,Kentucky,21,7,0
353,11.0,12.0,20.0,5.0,1.0,0.0,2020-03-10,Louisiana,22,6,0
354,5.0,5.0,37.0,-2.0,2.0,0.0,2020-03-10,Maryland,24,9,0
355,5.0,7.0,33.0,-7.0,0.0,1.0,2020-03-10,Massachusetts,25,92,0
356,11.0,5.0,48.0,5.0,-1.0,0.0,2020-03-10,Michigan,26,2,0
357,6.0,4.0,6.0,-1.0,-2.0,1.0,2020-03-10,Minnesota,27,3,0
358,11.0,11.0,46.0,1.0,0.0,-1.0,2020-03-10,Missouri,29,1,0
359,5.0,6.0,29.0,4.0,-4.0,1.0,2020-03-10,Nebraska,31,17,0
360,2.0,7.0,-5.0,-6.0,-1.0,1.0,2020-03-10,Nevada,32,4,0
361,8.0,6.0,31.0,5.0,-1.0,1.0,2020-03-10,New Hampshire,33,5,0
362,5.0,10.0,34.0,-7.0,-2.0,1.0,2020-03-10,New Jersey,34,15,1
363,1.0,7.0,14.0,-7.0,-1.0,1.0,2020-03-10,New York,36,173,0
364,7.0,7.0,37.0,1.0,1.0,0.0,2020-03-10,North Carolina,37,7,0
365,5.0,6.0,13.0,2.0,0.0,0.0,2020-03-10,Ohio,39,3,0
366,10.0,12.0,64.0,9.0,2.0,-1.0,2020-03-10,Oklahoma,40,2,0
367,8.0,8.0,71.0,3.0,0.0,0.0,2020-03-10,Oregon,41,14,0
368,6.0,5.0,17.0,-2.0,0.0,1.0,2020-03-10,Pennsylvania,42,12,0
369,8.0,2.0,65.0,-6.0,0.0,0.0,2020-03-10,Rhode Island,44,5,0
370,9.0,9.0,34.0,8.0,1.0,0.0,2020-03-10,South Carolina,45,9,0
371,9.0,20.0,22.0,10.0,0.0,-1.0,2020-03-10,South Dakota,46,5,1
372,8.0,8.0,26.0,3.0,-1.0,1.0,2020-03-10,Tennessee,47,7,0
373,10.0,6.0,39.0,3.0,-10.0,1.0,2020-03-10,Texas,48,31,0
374,8.0,14.0,77.0,-2.0,1.0,-1.0,2020-03-10,Utah,49,4,0
375,1.0,3.0,2.0,3.0,-1.0,1.0,2020-03-10,Vermont,50,1,0
376,6.0,8.0,40.0,-1.0,1.0,0.0,2020-03-10,Virginia,51,8,0
377,1.0,5.0,37.0,-15.0,-11.0,4.0,2020-03-10,Washington,53,279,24
378,6.0,6.0,38.0,4.0,1.0,0.0,2020-03-10,Wisconsin,55,3,0
379,5.0,6.0,-14.0,-2.0,-10.0,3.0,2020-03-11,Arizona,4,9,0
380,12.0,14.0,61.0,2.0,4.0,-1.0,2020-03-11,Arkansas,5,1,0
381,3.0,9.0,12.0,-10.0,-3.0,2.0,2020-03-11,California,6,202,4
382,7.0,14.0,48.0,-1.0,1.0,-1.0,2020-03-11,Colorado,8,34,0
383,5.0,12.0,30.0,-3.0,-1.0,0.0,2020-03-11,Connecticut,9,3,0
384,7.0,7.0,24.0,1.0,1.0,0.0,2020-03-11,Delaware,10,1,0
385,0.0,3.0,5.0,0.0,-5.0,2.0,2020-03-11,District of Columbia,11,10,0
386,6.0,7.0,20.0,-1.0,0.0,0.0,2020-03-11,Florida,12,26,2
387,6.0,7.0,38.0,0.0,-1.0,0.0,2020-03-11,Georgia,13,31,0
388,-2.0,1.0,4.0,-6.0,0.0,1.0,2020-03-11,Hawaii,15,2,0
389,6.0,13.0,15.0,-2.0,-1.0,0.0,2020-03-11,Illinois,17,25,0
390,8.0,9.0,22.0,6.0,0.0,0.0,2020-03-11,Indiana,18,11,0
391,8.0,22.0,50.0,9.0,4.0,-1.0,2020-03-11,Iowa,19,14,0
392,15.0,15.0,112.0,16.0,-1.0,-2.0,2020-03-11,Kansas,20,1,0
393,9.0,17.0,42.0,3.0,0.0,0.0,2020-03-11,Kentucky,21,7,0
394,14.0,14.0,54.0,10.0,1.0,-2.0,2020-03-11,Louisiana,22,13,0
395,4.0,6.0,27.0,-2.0,1.0,0.0,2020-03-11,Maryland,24,13,0
396,5.0,13.0,25.0,-10.0,-3.0,1.0,2020-03-11,Massachusetts,25,95,0
397,7.0,14.0,14.0,4.0,1.0,0.0,2020-03-11,Michigan,26,2,0
398,7.0,7.0,11.0,-2.0,-3.0,1.0,2020-03-11,Minnesota,27,5,0
399,15.0,10.0,36.0,12.0,-9.0,0.0,2020-03-11,Mississippi,28,1,0
400,19.0,13.0,50.0,10.0,4.0,-3.0,2020-03-11,Missouri,29,1,0
401,9.0,14.0,65.0,8.0,-4.0,0.0,2020-03-11,Nebraska,31,23,0
402,5.0,11.0,11.0,-1.0,0.0,1.0,2020-03-11,Nevada,32,7,0
403,7.0,9.0,13.0,4.0,0.0,1.0,2020-03-11,New Hampshire,33,5,0
404,6.0,12.0,48.0,-8.0,-3.0,1.0,2020-03-11,New Jersey,34,23,1
405,12.0,21.0,30.0,8.0,1.0,-1.0,2020-03-11,New Mexico,35,4,0
406,3.0,11.0,20.0,-8.0,-1.0,1.0,2020-03-11,New York,36,217,0
407,8.0,7.0,51.0,2.0,0.0,-1.0,2020-03-11,North Carolina,37,8,0
408,8.0,10.0,21.0,12.0,2.0,-1.0,2020-03-11,North Dakota,38,1,0
409,8.0,11.0,25.0,4.0,0.0,0.0,2020-03-11,Ohio,39,4,0
410,15.0,15.0,73.0,15.0,4.0,-2.0,2020-03-11,Oklahoma,40,2,0
411,8.0,9.0,57.0,1.0,0.0,0.0,2020-03-11,Oregon,41,20,0
412,7.0,10.0,29.0,0.0,-1.0,0.0,2020-03-11,Pennsylvania,42,16,0
413,7.0,5.0,56.0,-7.0,-3.0,1.0,2020-03-11,Rhode Island,44,5,0
414,10.0,7.0,43.0,10.0,1.0,-1.0,2020-03-11,South Carolina,45,10,0
415,7.0,25.0,50.0,10.0,0.0,-1.0,2020-03-11,South Dakota,46,8,1
416,8.0,11.0,43.0,3.0,0.0,0.0,2020-03-11,Tennessee,47,8,0
417,12.0,14.0,49.0,4.0,-9.0,1.0,2020-03-11,Texas,48,33,0
418,8.0,19.0,52.0,0.0,1.0,-1.0,2020-03-11,Utah,49,5,0
419,3.0,5.0,-4.0,2.0,-1.0,1.0,2020-03-11,Vermont,50,2,0
420,7.0,9.0,40.0,0.0,-1.0,0.0,2020-03-11,Virginia,51,10,0
421,1.0,9.0,46.0,-16.0,-11.0,4.0,2020-03-11,Washington,53,338,29
422,5.0,7.0,15.0,3.0,1.0,0.0,2020-03-11,Wisconsin,55,6,0
423,8.0,16.0,16.0,6.0,2.0,-1.0,2020-03-11,Wyoming,56,1,0
424,12.0,19.0,21.0,-1.0,-9.0,2.0,2020-03-12,Alaska,2,1,0
425,6.0,15.0,-15.0,-6.0,-12.0,4.0,2020-03-12,Arizona,4,9,0
426,14.0,33.0,69.0,4.0,2.0,-1.0,2020-03-12,Arkansas,5,6,0
427,-3.0,13.0,-15.0,-18.0,-6.0,4.0,2020-03-12,California,6,252,4
428,6.0,27.0,22.0,-8.0,-2.0,1.0,2020-03-12,Colorado,8,49,1
429,5.0,34.0,10.0,-9.0,-2.0,2.0,2020-03-12,Connecticut,9,6,0
430,9.0,18.0,17.0,0.0,-2.0,0.0,2020-03-12,Delaware,10,4,0
431,-4.0,11.0,0.0,-13.0,-9.0,3.0,2020-03-12,District of Columbia,11,10,0
432,5.0,17.0,17.0,-2.0,-1.0,0.0,2020-03-12,Florida,12,46,2
433,8.0,24.0,23.0,-2.0,-1.0,0.0,2020-03-12,Georgia,13,31,1
434,-2.0,5.0,-12.0,-9.0,-1.0,2.0,2020-03-12,Hawaii,15,2,0
435,7.0,32.0,19.0,-5.0,-1.0,1.0,2020-03-12,Illinois,17,32,0
436,7.0,23.0,32.0,5.0,-1.0,1.0,2020-03-12,Indiana,18,12,0
437,5.0,22.0,31.0,5.0,0.0,0.0,2020-03-12,Iowa,19,16,0
438,10.0,22.0,65.0,11.0,-4.0,0.0,2020-03-12,Kansas,20,5,1
439,2.0,21.0,13.0,-1.0,-2.0,1.0,2020-03-12,Kentucky,21,11,0
440,11.0,25.0,35.0,5.0,0.0,-1.0,2020-03-12,Louisiana,22,14,0
441,9.0,28.0,18.0,4.0,3.0,0.0,2020-03-12,Maine,23,1,0
442,8.0,19.0,33.0,-7.0,-1.0,1.0,2020-03-12,Maryland,24,13,0
443,5.0,32.0,14.0,-17.0,-5.0,3.0,2020-03-12,Massachusetts,25,108,0
444,7.0,28.0,28.0,2.0,-1.0,1.0,2020-03-12,Michigan,26,12,0
445,3.0,14.0,-10.0,-8.0,-4.0,2.0,2020-03-12,Minnesota,27,9,0
446,14.0,24.0,45.0,12.0,-10.0,0.0,2020-03-12,Mississippi,28,1,0
447,8.0,24.0,26.0,1.0,1.0,0.0,2020-03-12,Missouri,29,2,0
448,8.0,23.0,34.0,8.0,-7.0,2.0,2020-03-12,Nebraska,31,24,0
449,2.0,13.0,-3.0,-8.0,-1.0,1.0,2020-03-12,Nevada,32,11,0
450,7.0,30.0,12.0,2.0,1.0,1.0,2020-03-12,New Hampshire,33,6,0
451,5.0,25.0,19.0,-14.0,-5.0,3.0,2020-03-12,New Jersey,34,29,1
452,13.0,37.0,28.0,10.0,-4.0,0.0,2020-03-12,New Mexico,35,6,0
453,1.0,27.0,6.0,-13.0,-3.0,2.0,2020-03-12,New York,36,326,0
454,9.0,18.0,44.0,-1.0,-2.0,0.0,2020-03-12,North Carolina,37,16,0
455,9.0,20.0,5.0,4.0,-1.0,0.0,2020-03-12,North Dakota,38,1,0
456,9.0,32.0,50.0,2.0,-1.0,0.0,2020-03-12,Ohio,39,5,0
457,15.0,27.0,74.0,14.0,1.0,-2.0,2020-03-12,Oklahoma,40,2,0
458,4.0,17.0,43.0,-3.0,-3.0,1.0,2020-03-12,Oregon,41,30,0
459,8.0,21.0,39.0,-4.0,-2.0,1.0,2020-03-12,Pennsylvania,42,22,0
460,6.0,24.0,33.0,-9.0,-1.0,1.0,2020-03-12,Rhode Island,44,5,0
461,11.0,15.0,43.0,11.0,0.0,-1.0,2020-03-12,South Carolina,45,12,0
462,3.0,25.0,14.0,8.0,-3.0,1.0,2020-03-12,South Dakota,46,8,1
463,7.0,24.0,30.0,1.0,-2.0,0.0,2020-03-12,Tennessee,47,18,0
464,11.0,26.0,48.0,1.0,-11.0,1.0,2020-03-12,Texas,48,41,0
465,10.0,47.0,65.0,-2.0,-1.0,0.0,2020-03-12,Utah,49,7,0
466,3.0,14.0,6.0,-2.0,1.0,1.0,2020-03-12,Vermont,50,2,0
467,7.0,20.0,44.0,-3.0,-3.0,0.0,2020-03-12,Virginia,51,17,0
468,-1.0,15.0,39.0,-20.0,-14.0,5.0,2020-03-12,Washington,53,419,32
469,6.0,19.0,11.0,2.0,1.0,1.0,2020-03-12,Wisconsin,55,8,0
470,6.0,26.0,4.0,10.0,0.0,0.0,2020-03-12,Wyoming,56,1,0
471,7.0,32.0,26.0,7.0,-2.0,0.0,2020-03-13,Alabama,1,6,0
472,7.0,19.0,16.0,0.0,-10.0,3.0,2020-03-13,Alaska,2,1,0
473,0.0,20.0,-16.0,-7.0,-12.0,4.0,2020-03-13,Arizona,4,9,0
474,5.0,25.0,15.0,2.0,-2.0,2.0,2020-03-13,Arkansas,5,7,0
475,-3.0,31.0,-20.0,-21.0,-8.0,5.0,2020-03-13,California,6,320,5
476,-6.0,27.0,-22.0,-17.0,-8.0,5.0,2020-03-13,Colorado,8,78,2
477,-4.0,30.0,6.0,-18.0,-12.0,6.0,2020-03-13,Connecticut,9,11,0
478,6.0,18.0,34.0,-9.0,-5.0,3.0,2020-03-13,Delaware,10,4,0
479,-12.0,14.0,-5.0,-21.0,-15.0,5.0,2020-03-13,District of Columbia,11,10,0
480,1.0,22.0,14.0,-8.0,-5.0,2.0,2020-03-13,Florida,12,70,2
481,3.0,33.0,39.0,-5.0,-8.0,1.0,2020-03-13,Georgia,13,41,1
482,-4.0,9.0,-8.0,-8.0,-1.0,2.0,2020-03-13,Hawaii,15,2,0
483,6.0,33.0,33.0,2.0,0.0,0.0,2020-03-13,Idaho,16,1,0
484,5.0,43.0,19.0,-6.0,-4.0,1.0,2020-03-13,Illinois,17,46,0
485,5.0,27.0,37.0,5.0,-4.0,1.0,2020-03-13,Indiana,18,12,0
486,10.0,33.0,39.0,11.0,0.0,-2.0,2020-03-13,Iowa,19,17,0
487,8.0,26.0,22.0,11.0,-6.0,0.0,2020-03-13,Kansas,20,6,1
488,3.0,27.0,39.0,-1.0,-4.0,2.0,2020-03-13,Kentucky,21,11,0
489,5.0,36.0,22.0,0.0,-1.0,0.0,2020-03-13,Louisiana,22,36,0
490,-4.0,17.0,-19.0,-9.0,-3.0,4.0,2020-03-13,Maine,23,2,0
491,1.0,19.0,39.0,-13.0,-4.0,3.0,2020-03-13,Maryland,24,18,0
492,-5.0,30.0,-16.0,-26.0,-14.0,8.0,2020-03-13,Massachusetts,25,123,0
493,-5.0,29.0,8.0,-3.0,-7.0,4.0,2020-03-13,Michigan,26,25,0
494,2.0,20.0,-2.0,-7.0,-6.0,3.0,2020-03-13,Minnesota,27,14,0
495,5.0,21.0,23.0,9.0,-12.0,1.0,2020-03-13,Mississippi,28,6,0
496,12.0,24.0,37.0,6.0,10.0,0.0,2020-03-13,Missouri,29,4,0
497,0.0,20.0,-16.0,1.0,-3.0,2.0,2020-03-13,Montana,30,4,0
498,3.0,32.0,16.0,2.0,-11.0,3.0,2020-03-13,Nebraska,31,27,0
499,1.0,24.0,-8.0,-11.0,-4.0,3.0,2020-03-13,Nevada,32,19,0
500,-1.0,31.0,-23.0,-13.0,-3.0,4.0,2020-03-13,New Hampshire,33,7,0
501,-1.0,27.0,39.0,-20.0,-9.0,6.0,2020-03-13,New Jersey,34,50,1
502,1.0,39.0,-13.0,3.0,-6.0,3.0,2020-03-13,New Mexico,35,10,0
503,-6.0,28.0,1.0,-19.0,-8.0,5.0,2020-03-13,New York,36,421,0
504,5.0,24.0,37.0,-4.0,-3.0,0.0,2020-03-13,North Carolina,37,18,0
505,3.0,19.0,5.0,4.0,-2.0,2.0,2020-03-13,North Dakota,38,1,0
506,-1.0,21.0,46.0,1.0,-4.0,2.0,2020-03-13,Ohio,39,13,0
507,3.0,14.0,-14.0,8.0,-7.0,3.0,2020-03-13,Oklahoma,40,3,0
508,-4.0,20.0,-7.0,-11.0,-6.0,4.0,2020-03-13,Oregon,41,30,0
509,1.0,22.0,33.0,-11.0,-7.0,3.0,2020-03-13,Pennsylvania,42,41,0
510,-1.0,34.0,-10.0,-21.0,-3.0,4.0,2020-03-13,Rhode Island,44,20,0
511,8.0,22.0,41.0,10.0,-2.0,-1.0,2020-03-13,South Carolina,45,13,0
512,1.0,36.0,12.0,4.0,-1.0,3.0,2020-03-13,South Dakota,46,9,1
513,2.0,23.0,29.0,0.0,-6.0,2.0,2020-03-13,Tennessee,47,26,0
514,1.0,31.0,4.0,-5.0,-15.0,4.0,2020-03-13,Texas,48,58,0
515,-2.0,44.0,12.0,-9.0,-4.0,3.0,2020-03-13,Utah,49,7,0
516,-3.0,14.0,-16.0,-20.0,-4.0,4.0,2020-03-13,Vermont,50,2,0
517,3.0,22.0,46.0,-8.0,-8.0,3.0,2020-03-13,Virginia,51,30,0
518,-9.0,17.0,-15.0,-28.0,-17.0,7.0,2020-03-13,Washington,53,511,37
519,2.0,25.0,13.0,2.0,0.0,2.0,2020-03-13,Wisconsin,55,19,0
520,-3.0,29.0,-2.0,3.0,-3.0,3.0,2020-03-13,Wyoming,56,2,0
521,1.0,28.0,55.0,12.0,4.0,0.0,2020-03-14,Alabama,1,12,0
522,0.0,19.0,37.0,1.0,-1.0,1.0,2020-03-14,Alaska,2,1,0
523,-5.0,18.0,-6.0,-2.0,-2.0,2.0,2020-03-14,Arizona,4,12,0
524,-7.0,11.0,-21.0,-1.0,0.0,4.0,2020-03-14,Arkansas,5,9,0
525,-13.0,23.0,-37.0,-24.0,-6.0,6.0,2020-03-14,California,6,381,5
526,-14.0,18.0,-17.0,-15.0,-4.0,5.0,2020-03-14,Colorado,8,103,2
527,-7.0,16.0,95.0,-12.0,-3.0,3.0,2020-03-14,Connecticut,9,20,0
528,-1.0,11.0,84.0,-3.0,0.0,2.0,2020-03-14,Delaware,10,4,0
529,-28.0,5.0,-26.0,-30.0,-9.0,4.0,2020-03-14,District of Columbia,11,16,0
530,-6.0,16.0,8.0,-10.0,-1.0,2.0,2020-03-14,Florida,12,70,3
531,-4.0,17.0,50.0,-4.0,0.0,2.0,2020-03-14,Georgia,13,65,1
532,-6.0,6.0,2.0,-9.0,-4.0,2.0,2020-03-14,Hawaii,15,4,0
533,-6.0,26.0,-11.0,-2.0,-1.0,3.0,2020-03-14,Idaho,16,5,0
534,-7.0,31.0,-13.0,-8.0,0.0,3.0,2020-03-14,Illinois,17,66,0
535,-7.0,15.0,1.0,1.0,-1.0,3.0,2020-03-14,Indiana,18,15,0
536,-7.0,18.0,-16.0,-1.0,1.0,3.0,2020-03-14,Iowa,19,18,0
537,-11.0,16.0,-19.0,3.0,-1.0,3.0,2020-03-14,Kansas,20,8,1
538,-8.0,16.0,-4.0,-1.0,-2.0,3.0,2020-03-14,Kentucky,21,18,0
539,-4.0,21.0,9.0,-1.0,-1.0,2.0,2020-03-14,Louisiana,22,77,1
540,-1.0,19.0,18.0,-6.0,-1.0,2.0,2020-03-14,Maine,23,3,0
541,-7.0,11.0,66.0,-11.0,-2.0,3.0,2020-03-14,Maryland,24,27,0
542,-11.0,16.0,61.0,-19.0,-4.0,4.0,2020-03-14,Massachusetts,25,138,0
543,-13.0,13.0,16.0,-5.0,2.0,4.0,2020-03-14,Michigan,26,33,0
544,-7.0,15.0,-14.0,-10.0,-1.0,4.0,2020-03-14,Minnesota,27,21,0
545,3.0,21.0,41.0,10.0,0.0,-1.0,2020-03-14,Mississippi,28,6,0
546,-6.0,18.0,-16.0,-3.0,1.0,3.0,2020-03-14,Missouri,29,5,0
547,-15.0,13.0,-44.0,-5.0,-6.0,4.0,2020-03-14,Montana,30,6,0
548,-17.0,5.0,-25.0,-10.0,-6.0,7.0,2020-03-14,Nebraska,31,29,0
549,-6.0,22.0,-19.0,-9.0,-5.0,3.0,2020-03-14,Nevada,32,21,0
550,-5.0,20.0,23.0,-4.0,0.0,2.0,2020-03-14,New Hampshire,33,7,0
551,-7.0,16.0,87.0,-16.0,-2.0,4.0,2020-03-14,New Jersey,34,75,2
552,-5.0,24.0,20.0,8.0,-2.0,2.0,2020-03-14,New Mexico,35,13,0
553,-9.0,21.0,20.0,-20.0,-2.0,4.0,2020-03-14,New York,36,610,2
554,-1.0,17.0,57.0,-4.0,0.0,1.0,2020-03-14,North Carolina,37,25,0
555,-2.0,15.0,-14.0,-6.0,2.0,3.0,2020-03-14,North Dakota,38,1,0
556,-12.0,11.0,9.0,-4.0,-3.0,4.0,2020-03-14,Ohio,39,26,0
557,-5.0,13.0,-24.0,7.0,-3.0,3.0,2020-03-14,Oklahoma,40,4,0
558,-18.0,7.0,-12.0,-16.0,-6.0,6.0,2020-03-14,Oregon,41,36,1
559,-7.0,13.0,40.0,-8.0,-2.0,3.0,2020-03-14,Pennsylvania,42,47,0
560,-9.0,20.0,98.0,-16.0,-4.0,3.0,2020-03-14,Rhode Island,44,20,0
561,4.0,18.0,64.0,10.0,1.0,0.0,2020-03-14,South Carolina,45,19,0
562,-21.0,7.0,-41.0,-16.0,-6.0,8.0,2020-03-14,South Dakota,46,9,1
563,-4.0,19.0,27.0,1.0,1.0,2.0,2020-03-14,Tennessee,47,32,0
564,-8.0,14.0,-3.0,-2.0,-3.0,2.0,2020-03-14,Texas,48,69,0
565,-13.0,23.0,15.0,-8.0,-3.0,4.0,2020-03-14,Utah,49,21,0
566,-6.0,11.0,21.0,-5.0,-3.0,3.0,2020-03-14,Vermont,50,5,0
567,-7.0,14.0,37.0,-6.0,-3.0,3.0,2020-03-14,Virginia,51,42,1
568,-19.0,8.0,3.0,-22.0,-8.0,6.0,2020-03-14,Washington,53,609,40
569,-5.0,23.0,2.0,-2.0,2.0,3.0,2020-03-14,Wisconsin,55,27,0
570,-7.0,20.0,-15.0,8.0,-2.0,3.0,2020-03-14,Wyoming,56,3,0
571,-7.0,16.0,16.0,6.0,-4.0,2.0,2020-03-15,Alabama,1,23,0
572,5.0,14.0,58.0,7.0,-1.0,0.0,2020-03-15,Alaska,2,1,0
573,-2.0,16.0,15.0,-3.0,-4.0,1.0,2020-03-15,Arizona,4,13,0
574,-5.0,14.0,-4.0,1.0,-4.0,3.0,2020-03-15,Arkansas,5,16,0
575,-16.0,11.0,-25.0,-23.0,-8.0,6.0,2020-03-15,California,6,478,6
576,-14.0,12.0,16.0,-18.0,-10.0,4.0,2020-03-15,Colorado,8,136,2
577,-13.0,4.0,56.0,-19.0,-8.0,5.0,2020-03-15,Connecticut,9,26,0
578,-7.0,6.0,38.0,-16.0,-8.0,3.0,2020-03-15,Delaware,10,7,0
579,-35.0,-7.0,-43.0,-39.0,-17.0,6.0,2020-03-15,District of Columbia,11,17,0
580,-9.0,9.0,12.0,-13.0,-6.0,3.0,2020-03-15,Florida,12,109,3
581,-12.0,8.0,2.0,-13.0,-9.0,3.0,2020-03-15,Georgia,13,97,1
582,-8.0,5.0,-7.0,-11.0,-5.0,3.0,2020-03-15,Hawaii,15,7,0
583,2.0,26.0,28.0,2.0,-8.0,3.0,2020-03-15,Idaho,16,5,0
584,-8.0,25.0,25.0,-13.0,-5.0,3.0,2020-03-15,Illinois,17,94,0
585,-7.0,12.0,37.0,0.0,-5.0,2.0,2020-03-15,Indiana,18,19,0
586,0.0,30.0,18.0,1.0,-2.0,1.0,2020-03-15,Iowa,19,22,0
587,-6.0,10.0,-28.0,5.0,-6.0,3.0,2020-03-15,Kansas,20,9,1
588,-11.0,12.0,9.0,-3.0,-8.0,3.0,2020-03-15,Kentucky,21,21,0
589,-5.0,16.0,23.0,0.0,-4.0,2.0,2020-03-15,Louisiana,22,103,2
590,0.0,26.0,39.0,0.0,2.0,2.0,2020-03-15,Maine,23,12,0
591,-13.0,2.0,20.0,-19.0,-11.0,5.0,2020-03-15,Maryland,24,32,0
592,-15.0,5.0,43.0,-26.0,-8.0,5.0,2020-03-15,Massachusetts,25,164,0
593,-11.0,10.0,87.0,-8.0,-4.0,3.0,2020-03-15,Michigan,26,53,0
594,-5.0,19.0,31.0,-15.0,-4.0,3.0,2020-03-15,Minnesota,27,35,0
595,2.0,17.0,32.0,10.0,-4.0,1.0,2020-03-15,Mississippi,28,10,0
596,-2.0,17.0,-8.0,-5.0,-2.0,2.0,2020-03-15,Missouri,29,5,0
597,-14.0,10.0,-31.0,0.0,-6.0,4.0,2020-03-15,Montana,30,6,0
598,-12.0,10.0,-20.0,-5.0,-2.0,4.0,2020-03-15,Nebraska,31,31,0
599,-6.0,21.0,-2.0,-17.0,-7.0,3.0,2020-03-15,Nevada,32,26,0
600,-6.0,10.0,24.0,-7.0,-3.0,3.0,2020-03-15,New Hampshire,33,13,0
601,-14.0,6.0,79.0,-24.0,-8.0,5.0,2020-03-15,New Jersey,34,98,2
602,-7.0,16.0,19.0,6.0,-5.0,3.0,2020-03-15,New Mexico,35,17,0
603,-14.0,14.0,28.0,-25.0,-7.0,4.0,2020-03-15,New York,36,732,6
604,-8.0,13.0,-3.0,-14.0,-9.0,3.0,2020-03-15,North Carolina,37,32,0
605,-8.0,13.0,-13.0,-7.0,-1.0,3.0,2020-03-15,North Dakota,38,1,0
606,-9.0,17.0,46.0,-6.0,-7.0,3.0,2020-03-15,Ohio,39,37,0
607,-5.0,9.0,-21.0,4.0,-4.0,2.0,2020-03-15,Oklahoma,40,8,0
608,-11.0,4.0,16.0,-14.0,-9.0,4.0,2020-03-15,Oregon,41,39,1
